X39714
	2.8734270810239		3.83633821168927	
			0	11.536724502374
			1	-10.54984409893
			2	3.1973442263398
			3	-0.655625578587
			4	5.8264110638987
			5	6.4129586280248
	2.2013389413511		2.96121921650572	
			0	64.098466352245
			1	-53.03133184724
			2	11.304093544883
			3	-1.443874497995
			4	7.3761724577348
			5	3.3727829180113
	1.79635497992379	2.336885953781	
			0	194.29916168533
			1	-115.0460265870
			2	17.652314721425
			3	-2.197310835943
			4	0.5056986970168
			5	-0.193268566675
			6	7.4682138261429
			7	-7.220161861570
